actor_principal,id
Mehcad Brooks,73963
Marc Beffa,73881
Kenneth Branagh,200157
Ranbir Kapoor,26815
Ayushmann Khurrana,103243
George Kennedy,84496
Mariano Llinás,111188
Aidan Quinn,51823
María Valverde,61979
Sacha Baron Cohen,76493
Yoshikazu Kotani,73517
Shashi Kapoor,73600
Chris D.,37497
Isabella Rossellini,93084
Kenneth Branagh,28500
Tomer Sisley,14400
Carla Gugino,48620
Betty Grable,76011
Cuba Gooding Jr.,22683
Amedeo Nazzari,132122
Madeleine Renaud,110573
Lady Tabares,97038
Chaim Topol,167408
Will Smith,41154
Kristen Stewart,58595
Charles Boyer,109016
Lon Chaney,118131
Brit Marling,86812
Joseph Cotten,31559
Edward Furlong,27646
Gavin MacLeod,39401
Kamal Haasan,25121
Daniel Brühl,77561
Jesse McCartney,93856
Mathieu Amalric,78206
Victoria Abril,80742
Tony Curtis,161460
Roger E. Mosley,63773
Hugh Grant,72197
Guillaume Canet,85546
Nicole Kidman,111839
Inés Efron,26864
Chloë Grace Moretz,94363
Noomi Rapace,70981
Caity Lotz,111440
Robyn Lively,35691
Jack Black,92591
Akshay Kumar,79990
Gary Cooper,101288
Sarita Choudhury,77084
Humphrey Bogart,36334
Rosanna Arquette,12645
Jeanna Fine,169747
Michelle Williams,86555
Karoline Herfurth,50077
Bengt Nilsson,48392
Donald Pleasence,106020
Paul Rudd,50647
Joan Crawford,85293
Barbara Stanwyck,43598
Bruce Willis,83666
Charlie Cox,45054
Sam Worthington,72477
Vidya Balan,82825
Pauley Perrette,103269
Koki Maeda,79382
Jean-Paul Belmondo,61296
Patrick Allen,80151
Mel Gibson,80389
Chisato Morishita,109554
Steven Seagal,26583
Rupert Friend,50601
Khomotso Manyaka ,45244
Vinnie Bilancio,49830
Adam Baldwin,13640
Jean Börlin,44473
Tracy Morgan,54484
Sverrir Gudnason,60592
Nevena Kokanova,109379
Barbara Hershey,110650
Stanislav Duzhnikov,64836
Alan Ladd,25564
Antti Reini,61125
Rebel Wilson,85435
William Hurt,79995
Daryl Hannah,12255
Kurt Russell,83723
Robert Pattinson,49014
Dave Bautista,68472
Eddie Murphy,72358
Tim Allen,72334
Holly Marie Combs,201703
Aubrey Plaza,84332
Ben Stiller,80321
Cheryl Texiera,71326
Jane Powell,109018
Macdonald Carey,64456
Carmilla Salvatorelli,65421
Anaïs Nin,43337
Sam Shepard,68818
Mark Duplass,84355
Viktor Tsoy,20847
Marcello Mastroianni,48210
Tomiko Suzuki,39144
Mayumi Tanaka,39145
Kevin Conroy,22855
Christopher Judge,55215
Fernando Cayo,48393
Francis Lacombrade,66956
Rouxnet Brown,46469
Mitsuko Horie,116776
Kelly Macdonald,62177
James Wolk,63193
Pierre Dulat,52462
Toshio Furukawa,39101
Irene Bedard,13761
Robert Pattinson,86467
Cameron Diaz,76494
Woody Allen,81836
Jackie Gleason,212622
Benjamin Walker,72331
John Davis Chandler,3556
Paul Newman,42621
Aran Bell,89874
Emma Roberts,44877
Edie Sedgwick,195056
Myrna Loy,81115
Shanley Caswell,68684
Sofia Helin,27550
Kay Francis,92352
Aline MacMahon,173891
Eva Longoria,96399
Kang Dong-won,40171
Raoul Bova,34494
Rodion Nahapetov,86157
Anthony Wong,154115
Julianne Hough,80585
Steve Carell,88005
Doug Sweetland,13042
William Smith,29860
Michael Caine,48747
Bud Luckey,13062
Rebecca Balding,28380
Mark Wahlberg,72105
Jenna Fischer,100046
Channing Tatum,77930
Toshio Furukawa,39103
Toshio Furukawa,24752
Donald Wolfit,52639
Daniel Barstow,151168
Chang Son Hui,26974
Mr. T,24729
Garrett Hedlund,83770
Dan Byrd,50590
Masako Nozawa,39104
Eric Vale,34433
John F. Kennedy,78999
Julián Villagrán,76333
Sean Bean,95516
Andrew Garfield,1930
Toshio Furukawa,39105
Pola Chapelle,148811
Jin Muraki,21506
Flemming Enevold,86985
Jô Shishido,38728
Margarethe von Trotta,42226
Tom Frederic,23823
John Leguizamo,57800
Quvenzhané Wallis,84175
Bernard Cribbins,46223
Conrad Nagel,173580
Tom Courtenay,61111
Chris Pine,98548
Masahiko Tsugawa,86664
Jô Shishido,71722
Vera Tschechowa,131653
Alexis Zúñiga,200281
Ramon Novarro,99934
Blake Lively,82525
Maurice LaMarche,25913
Max Ovaska,104997
Kristina Klebe,155288
Lærke Winther Andersen,16059
Alicia Silverstone,52311
Blythe Danner,57346
Nia Long,66025
Elton John,105567
Louis de Funès,11680
Mark Dacascos,5965
Paul Anderson,31218
Boti Bliss,75810
Boris Karloff,59706
Bob Peterson,13929
Ken Duken,96534
Tyler Perry,103370
Michael Caine,32050
Michael Rapaport,62289
Kevin Corrigan,80468
Haluk Bilginer,51794
Sanjay Dutt,53804
Miki Mizuno,31680
Eddie Izzard,83191
Ben Stiller,80035
Carlo Ferrante,65997
William Tepper,57215
Mary-Kate Olsen,193976
Toby Regbo,93676
Julie Delpy,84165
David Beames,45945
Barry Bostwick,50053
João Gabriel Vasconcellos,44125
Matthew McConaughey,73567
Conrad Veidt,172214
Peter Coyote,82877
Bin Shimada,44251
Kana Hanazawa,50388
Rachael Leigh Cook,19575
Masako Nozawa,39107
Peter Beard,148807
David Hasselhoff,14863
Charlie Creed-Miles,86593
Peter Dinklage,72843
Robert De Niro,78571
Sabu,43852
Sabu,43858
Lauren Bacall,101325
Patrick Stewart,16716
Tony Curtis,52906
Martina García,61539
Ralph Eggleston,13930
Paul Dano,103332
Colin Farrell,64635
Olivia Colman,25048
Nick Stahl,73943
Jake McDorman,55680
Noomi Rapace,75229
Alex Hyde-White,22059
James Wilby,65035
Michiko Hada,32171
Paul Brannigan,103747
Steven Seagal,28465
Raoul Bova,56909
Terry Fitzgerald,37545
Masako Nozawa,39108
Masako Nozawa,39323
Jeff Fahey,73335
Jonathon Morris,34125
Jean-Luc Couchard,8736
John Wayne,16130
G.J. Echternkamp,109459
Dolph Lundgren,80410
Mads Mikkelsen,51365
Masako Nozawa,18095
May Irwin,94570
Javier Drolas,76696
Morgan Conway,68143
Dolph Lundgren,102630
Dolph Lundgren,122924
Tyler Johnston,18443
Michael Mfume,155341
Elena Anaya,38256
Eddie Holden,58159
Eric Judor,49084
Ivan Marx,81436
Neil Young,105978
Jean-Claude Van Damme,100683
Mandy Moore,59296
Jodi Benson,13676
Jeb Berrier,85593
Daniel Craig,37724
Alkis Panagiotidis,131997
Rod Steiger,58383
Shashi Kapoor,77287
Kad Merad,20106
Yolande Moreau,21145
Chuck Norris,63988
Will Ferrell,77953
Nicke Lignell,116019
Stephen Dorff,85414
Meryl Streep,82696
Takeshi Kaneshiro,24410
Keizô Kawasaki,70872
Chuck Norris,38202
Jackie Siegel,84327
Guy Pearce,118984
Chuck Norris,20499
Ginger Rogers,100910
Kimberly Williams-Paisley,45792
Sophie Marceau,8266
Ada Kukkonen,51190
Song Kang-ho,50090
Andrew Tiernan,77068
Nicole Buffet,46888
Zoe Tuckwell-Smith,49958
Jack Bittner,32327
Rentarô Mikuni,50696
Vicky Harris,133523
Toshirō Mifune,43121
Yûjirô Ishihara,71719
Richard Riehle,79771
Jackie Chan,34800
Wong Ching,21537
Rina Takeda,68649
Bruce Lee,84383
Willeke van Ammelrooy,126420
Mariko Okada,104241
Chiara Mastroianni,93188
Juno Temple,75595
Yûjirô Ishihara,95506
Shashi Kapoor,78263
Jackie Chan,38034
Kodi Smit-McPhee,77174
Zachary Gordon,82650
Jackie Chan,40572
Charo Santos-Concio,208579
Chuck Norris,36859
Park Hae-il,79224
Koji Yakusho,85836
David Duchovny,84203
Rashida Jones,84184
Tahar Rahim,121210
Kristen Bell,109513
Vinessa Shaw,14196
Tim Roth,109584
Dermot Mulroney,73846
Chantal Akerman,93934
Jennifer Hale,14128
Jordan Gelber,83384
John Martin,84289
Trey Parker,76360
Pîtâ,1556
Go Joon-hee,118624
Joseph Gordon-Levitt,49526
Tatyana Samoylova,83539
Barbara Kent,101482
David Carradine,30785
Robert Atzorn,42152
Jennifer Garner,71864
Shia LaBeouf,82633
Ervin Nagy,57330
Danielle Panabaker,71668
Milena Dravić,71725
Alice Eve,89691
Bruce Davison,31074
Mike Birbiglia,84340
Dara Ó Briain,26556
Helen Mirren,202043
Helen Mirren,216035
Lucia Bosé,137625
Helen Mirren,263946
Dennis Coffey,84334
Jeffrey Dean Morgan,77883
Jean-Claude Van Damme,127521
Natasha Loring,119698
François Cluzet,48034
Scott Sutton,110491
Ashley Greene,79694
Zawe Ashton,83540
Samuli Edelmann,108762
Jaromir Astl,376394
Helen Mirren,215999
Vicky Harris,134012
Pamela Adlon,83403
Eric Cantona,39369
Gary Oldman,12677
Nathalie Baye,79034
Cliff Robertson,27349
Eric Idle,40629
André Dussollier,67429
Jason Baldwin,83660
Kirsten Dunst,84174
Bradley Cooper,83686
Kim Kold,84344
Shredi Jabarin,35623
Delphine Seyrig,27146
Silvia Abascal,189472
Anna Kendrick,114150
Henry Cavill,77948
Melanie Lynskey,84281
Kinuyo Tanaka,46493
Ed Stoppard,112090
Robert Conrad,85341
Patrick Swayze,37661
Marcos Luna,89708
Wayne Allwine,67166
Joseph Gordon-Levitt,59967
Ann Dowd,84188
Nora Aunor,122080
Adam Sandler,87428
Freddie Highmore,26505
Rick Hill,15895
John Terlesky,28218
Kai Lennox,97795
Vitali Klitschko,70808
Cleophas Kabasita,81215
Yvonne Sanson,94108
Yukio Mishima,71827
Christopher Lee,126278
Frank Langella,84329
Pertti Kurikka,122492
Claude Msawbaa,77461
Ai Weiwei,84169
Scott Adkins,24421
Mario Diaz,82510
Marcello Di Falco,117408
Michael Sheen,96973
Milla Jovovich,71679
Clint Eastwood,87825
Joseph Cotten,88075
Rachel Weisz,89455
Christoph Bach,148857
Warren William,43599
Jean-Louis Barrault,70090
Klaus Dieter Bange,74103
Paul Simon,84347
Greta Gerwig,100529
Joaquin Phoenix,68722
Robert Conrad,85339
Karl Urban,49049
Anna Sten,179251
Scout Taylor-Compton,137145
Richard Gere,60599
Marshall Allman,98369
Monica Bellucci,20069
Diego Abatantuono,42399
Kay Francis,129535
Berik Aitzhanov,78464
The Chemical Brothers,97933
Ferdinand Krůta,106124
Naseeruddin Shah,53909
Howard Keel,4822
Brian Austin Green,55723
Bibi Andersson,67441
Griff Rhys Jones,48654
Christian Slater,19823
Joe Flaherty,112973
Eduardo Noriega,38091
Gina Gershon,122930
Byron J. Brochmann,128280
Jake Gyllenhaal,77016
Irene Dunne,52432
Calvin Lee Reeder,84348
Katherine Billings,47462
Logan Lerman,84892
Mads Mikkelsen,103663
Eva Mendes,103328
Tim Wakefield,111174
Sveinn Ólafur Gunnarsson,115712
Rafi Pitts,52767
Fernando Alves Pinto,102784
Whitney Houston,88036
Kathy Bates,68663
Greg Kinnear,51996
Sigourney Weaver,75638
Sylvester Stallone,81830
Liam Neeson,82675
Zac Efron,82390
Sam Peckinpah,101803
James Murphy,83589
Douglas Fairbanks,38719
Sacha Guitry,76703
Tim Armstrong,97310
Fumiko Orikasa,17165
Christopher Plummer,223195
Giovanna Claudia Mongino,148408
Vesa-Matti Loiri,128203
Mads Mikkelsen,88273
Jennifer Lawrence,82505
Jena Sims,128564
Laura Gemser,5422
Carmen Electra,86703
Claire Trevor,83670
Rob Steinhauser,127700
Dirk Bogarde,42203
Sammi Cheng,45397
Louise Bourgoin,77462
Louise Bourgoin,85735
Theodór Júlíusson,91913
Philippe Torreton,83801
Stephen Hawking,79172
Buster Keaton,104557
Charles Drake,64071
Jay Hunt,168217
Jessica Biel,86597
Melvil Poupaud,110160
Morgan Freeman,101731
Alia Shawkat,74830
Greta Garbo,82096
Miley Cyrus,80271
Jean Gabin,64897
Ivan Vyskočil,105348
Hal Holbrook,142585
Ice-T,84342
Dylan Walsh,15936
Jana Brejchová,104306
Marion Cotillard,97365
Keisuke Sonoi,124597
Teruo Yoshida,42628
Yasunori Irikawa,124423
Phyllis Calvert,81678
Margaret Lockwood,41996
Arjun Kapoor,103640
David Weidoff,10089
Francisco Barreiro,123359
Val Kilmer,84577
Pål Sverre Hagen,70667
Katy Perry,101267
Glenn Tryon,130717
Leonid Kuravlyov,57230
Douglas Fairbanks Jr.,43687
Christopher Walken,134738
Yûjirô Ishihara,71720
Angela Lansbury,135312
Ingmar Bergman,170263
Josefina Cembrero,100085
Tuesday Weld,53898
Roddy McDowall,170517
Susan Harrison,110336
Merian C. Cooper,91250
Eli Wallach,131671
Patrick Chesnais,537
Robert Carlyle,84180
Marcus Mathias Aarnseth,47405
Telley Savalas Otieno,135547
Bob Marley,90125
Charlie Tahan,62214
Diane Almeida,15004
Colin Quinn,61372
Richard Berry,151232
Esko Aho,161456
Ethan Hawke,82507
John Carpenter,92171
Ky-Mani Marley,13830
Nigel Patrick,64291
Megan Fox,38753
Jennifer Connelly,102639
Adam Sandler,76492
Ghada Amer,207459
Keanu Reeves,110354
Jason Sudeikis,69778
Peter Cushing,16387
Dylan Arnold,97683
Warner Oland,33390
Warner Oland,33391
Patrick Dempsey,39062
Daniel Giménez Cacho,49971
Danila Kozlovsky,40709
Antony Carbone,48202
Michitaro Mizushima,71723
John Hudson,34078
Björk,30953
Laurie Maher,35253
Ben Affleck,68734
Colin Farrell,86838
Dylan McDermott,84317
Hugh Jackman,79697
Samantha Mathis,134371
Riz Ahmed,109843
Josh Radnor,84306
Mona Malm,80059
Lana Turner,39779
Zachary Levi,86726
Edward Furlong,116463
Octavio Gómez Berríos,38280
Diane Kruger,99579
Travis Turner,72391
Jason Baldwin,84351
Tom DeLay,18112
Hiroshi Abe,105210
Michael Fuith,78604
Maximilian Schell,131837
Jimmy Ritz,89723
Hayden Panettiere,57089
Ruriko Asaoka,95503
Jonathan M. Woodward,49250
Bruce Willis,75736
William Conrad,202973
Frank Lovejoy,27543
James Franco,122928
Kazuhiko Kato,108512
Yvonne Sanson,149190
Arletty,45000
Mia Farrow,98303
Peter Ferdinando,32904
Jeremy Seifert,82642
Jean Dujardin,50845
Tamio Kawaji,95508
Hallee Hirsh,91122
Leticia Dolera,80280
Don Ameche,110525
Manoj Bajpayee,117691
Oliver Stone,122804
Hugo Weaving,27480
Eva Mendes,82618
Gérard Depardieu,99770
Richard Todd,72479
Robert Mitchum,106016
Kay Kyser,43172
Ana Belén,60985
Luc Picard,49846
Stephen Moyer,135368
Diora Baird,82485
Albert Dupontel,9736
Katie Featherston,82990
Marcin Kowalczyk,135161
Lynn-Holly Johnson,59897
Lukas Schwarz Thorsteinsson,99650
Stanley Fung,121823
Amedeo Nazzari,66893
Toshiya Wazaki,42712
Paul Schneider,98066
Rose McGowan,86759
Emi Kuroda,71261
John Cleese,6078
Christopher Lee,75244
Aaron Taylor-Johnson,48770
Charlie Hunnam,94104
Tyler Perry,94348
Mads Brügger,84172
Tom Hanks,83542
Eric Balfour,17216
Terry Pratchett,108901
Noam Chomsky,105942
Tahar Rahim,85741
Toby Jones,133557
David Nathan,91030
Steve Jobs,89638
Sanoe Lake,17375
Adelaide Clemens,61012
Christopher George,27420
Taylor Cole,26233
Janet Leigh,24863
Mira Sorvino,43937
Wotan Wilke Möhring,149763
Mikael Persbrandt,86983
Michael Nyqvist,41530
Paul Davis,61997
Barbara Stanwyck,37635
Wang Qian-Yuan,72245
Golshifteh Farahani,128158
Gerard Butler,82684
Kristos Andrews,117266
Salma Hayek,87826
Andrew McCarthy,51911
Eric Roberts,127756
Liev Schreiber,126797
Brad Pitt,64689
Frédéric Bourdin,84287
Greg Speirs,84318
John Hawkes,113947
Claudette Colbert,56558
Judy Garland,88912
Shahid Ahmed,39814
James Caan,65049
Katie O’Grady,80048
Jack Reynor,128248
Gil Bernardy,128639
Nicole Kidman,71730
Mary Elizabeth Winstead,84341
Thomas Middleditch,24385
John Leguizamo,13078
Jung Yoon Lee,172474
John C. Reilly,82690
Jon Voight,47878
Peter Weller,27058
Rob Lowe,82663
Bradley Cooper,82693
Keira Knightley,96724
Suraj Sharma,87827
George Sanders,74545
Shawn Ashmore,84226
Russell Crowe,97430
María Canale,85544
AnnaLynne McCord,84194
Emmanuelle Devos,125623
Sharni Vinson,118957
Wesley Snipes,46429
Jake Hoffman,45961
Joanna Kerns,119639
Gary Bond,26405
Viola Davis,82631
Kristen Connolly,123105
Mira Sorvino,102640
Tobias Zilliacus,133458
Sidharth Malhotra,138122
María Valverde,84308
Kristen Miller,35683
Tobey Maguire,135647
Juno Temple,105531
Philip Seymour Hoffman,121879
Tomer Sisley,79070
Irene Dunne,110540
Sharon Lawrence,24617
Kaitlyn Burke,63957
Tom Savini,34004
Michelle Yeoh,77878
Eric Idle,32694
Sergey Bondarchuk,88564
Jeanne Balibar,14720
Kuno Becker,19139
Nicolas Cage,127493
Emmanuelle Riva,86837
Robert F. Boyle,109516
Shota Sometani,98631
Daniel Auteuil,62580
Toshirō Mifune,20528
Andy Lau,38030
Estella Warren,73646
Brenda Vaccaro,40343
Victoria Ullmann,42939
Lindsay Lohan,19794
Michelle Ryan,114606
Chris Messina,84166
James Cosmo,52001
Jang Dong-gun,121602
James Earl Jones,58790
Victor Webster,78049
Andrew Divoff,12594
Jonathan Blow,80215
Peter Weller,123025
Gad Elmaleh,121793
Felicitas Woll,43652
Kim Cattrall,56928
Laurence Fishburne,82911
Desmond T. Doss,149586
Aurélien Recoing,45585
Daniel Day-Lewis,72976
Patton Oswalt,135708
Aline MacMahon,137429
Anne Parillaud,53354
Clovis Cornillac,68280
Lillian Gish,110253
Eric Bogosian,132961
Alicia Silverstone,73935
Peter Cushing,37343
Sarah Bolger,91549
Veronica Kedar,144271
Kori Cioca,84288
Paresh Rawal,135718
Bruce Davison,51956
Kristen Stewart,50620
Bonnie Somerville,82099
Clovis Cornillac,16276
Véronique Alain,63172
Ian McKellen,59517
Kate Mara,58547
Parker Posey,84323
Chris Hemsworth,60747
Xu Jiao,85878
Chris Pine,81188
Don Hollenbeck,45314
Jean Gabin,59434
Mirai Shida,25746
Toshirō Mifune,49363
Ralph Bellamy,108282
Norman Winther,13678
Jean-Pierre Darroussin,62012
Albert Dupontel,13728
Simon Pegg,101519
Flora Robson,22969
Bette Davis,50675
Jack Palance,32070
Noel Clarke,114958
Eric Bana,97614
Isabelle Adjani,16277
Barbara Stanwyck,98536
Dick Powell,245984
Red Skelton,190407
Patrick McGoohan,185147
Koji Yakusho,129609
Marika Green,217724
Ben Kingsley,30998
Kathryn Grayson,43363
Red Skelton,51389
Red Skelton,249264
Casper Christensen,16016
Saoirse Ronan,102780
Daniel Raymont,112136
Kathleen Turner,91930
Tom Green,119431
Kathryn McCormick,85446
Red Skelton,89702
Björn Kjellman,62069
Steven Brand,70584
Rudy Behlmer,135313
Robert Loggia,94480
Tiffany Shepis,24409
Errol Flynn,62720
Marianne Farley,75204
Tov Sletta,48161
Craig C. DeThomasis,114490
Paul Newman,82781
Constance Bennett,144784
Andy Dick,82685
Shirley Temple,38716
Keith David,130002
Joe Rogan,53778
Snoop Dogg,104859
Monica Bellucci,80440
Shirley Temple,185934
Shirley Temple,229610
Shirley Temple,31621
Jackie Chan,18666
Jackie Chan,40829
Jackie Chan,46114
Jacques Perrin,4311
Lino Ventura,33360
Patrick Dewaere,10792
Kevin Sorbo,70863
Paula Beer,82708
Ireneusz Czop,143800
John Kahrs,140420
Jackie Chan,18758
Jackie Chan,18735
Jackie Chan,19274
Jackie Chan,46124
Jackie Chan,18867
Jean-Pierre Darroussin,26152
Pierre-Ndoffé Sarr,13679
David Arquette,26168
Megan Ward,28790
Robert Powell,232005
Danny Trejo,94380
Martin Freeman,49522
Daniel Stern,125504
Lacey Chabert,40900
Jackie Chan,38425
Jackie Chan,18741
Danny Trejo,91333
"Antonio Sabàto, Jr.",57529
Jane Fonda,98545
Robin Wright,152795
Adanowsky,139325
Anthony Hopkins,112336
Cosimo Rega,96821
Jürgen Prochnow,45006
Jean Lefebvre,93289
Jan Kounen,104718
Eléonore Klarwein,80220
Andy García,128637
Takuya Kimura,71883
Shirley Temple,43157
Kumiko Nishihara,55615
Sammo Hung,25539
Patrick Wilson,44594
Laura Birn,135225
Yu Jun-sang,85525
Sammo Hung,10044
Sammo Hung,18707
Daniel Craig,125409
Gérard Jugnot,64362
Lino Ventura,34280
Carla Gugino,146405
Jackie Chan,76349
Zhang Yi-Shan,45682
Jet Li,10275
Jet Li,37030
Billy Zane,36960
Jet Li,37032
Magda Apanowicz,81179
Wallace Beery,147829
Nina Hoss,88284
Graham Chapman,110392
Shirley Temple,38769
Shirley Temple,200447
Clifton Webb,77012
Ian McKellen,49051
Jet Li,15770
Jet Li,35038
Jet Li,20811
Jet Li,10852
Kerry Bishé,127916
Bill Murray,87504
Rebecca Hall,84305
Jiří Suchý,48599
Christina Ricci,76297
Brandon Routh,106135
Jet Li,18725
Jet Li,31027
Jet Li,10620
Jet Li,10616
Chow Yun-fat,411432
Jean Dujardin,40004
Jean-Pierre Marielle,63481
Josh Meyers,40722
Heather Aitken,83738
Francisca Gavilán,80717
Mathieu Kassovitz,76609
Guillaume Depardieu,8941
Jean-Luc Godard,64074
Sam Fontana,269797
Ohad Knoller,117629
Dennis Farina,76800
Chow Yun-fat,147590
Lana Turner,138357
Matthew Reese,65515
Priyanka Chopra,127501
Jessica Chastain,97630
Maeve Jinkings,97989
James Balog,84185
Caleb Landry Jones,125490
Romain Duris,11540
Pascal Légitimus,37653
Sean Faris,26656
Clifton Collins Jr,121147
Jeanne Moreau,84636
Orson Welles,116800
Koji Yakusho,122336
Bruce Willis,139567
Nicholas Hoult,82654
Satoshi Tsumabuki,16221
Kenny Doughty,96648
Marie Gillain,38414
Bernard Campan,19099
Jack Plotnick,83186
Alicia Rodríguez,84354
Freida Pinto,85542
Xu Fan,44560
Jeff Daniels,66722
Olga Kurylenko,46280
Robert Quarry,28733
Tim Heidecker,84187
Priyanka Chopra,56338
Kim Hye-soo,64792
Richard Burton,27116
Shirley Temple,43895
Gerard Butler,77875
Shirley Temple,43268
Mickey Mahut,13471
Yosuke Asari,36172
Stevie Nicks,71378
Seth Rogen,82687
Marianne Faithfull,29722
Lizzy Caplan,84333
Tom Cruise,75780
Jamie Foxx,68718
Paul Rudd,89492
Karan Shah,99106
Neil Morrissey,41153
Bruce Davison,42532
Valérie Kaprisky,70410
Junko Miyazono,64876
Clint Howard,44470
Erica Linz,94352
Naomi Watts,80278
Sterling Hayden,86778
Hugh Jackman,82695
Daniela Poggi,39987
Josue Aguirre,85652
Peter Sellers,114104
Dermot Mulroney,87440
Markus Persson,151870
Shannon Lucio,44732
Jay R. Ferguson,16315
Audie Murphy,78550
Aziz Ansari,30587
John Magaro,128270
Maggie Smith,121826
Jaime King,139455
Michelle Dockery,63517
François-Xavier Demaison,14419
Oulage Abour,35818
Robert Benchley,22752
Dreya Weber,46564
Jill Lansing,66745
Gösta Ekman,135390
Dana Medřická,65904
David A.R. White,89593
Shirley Temple,46159
Shirley Temple,27597
Shirley Temple,38727
Parviz Parastui,43767
Brittany Snow,97051
Vikram Gandhi,98886
Catriona MacColl,31551
Ronald Reagan,242378
Amber Benson,81303
Steven Seagal,118683
Charlotte Rampling,98932
Debbie James,28751
Jan-Michael Vincent,55952
J. Marvin Campbell,57597
Boris Kodjoe,235271
Robert Mitchum,50177
Marie Gillain,47953
Billy Boyd,63171
Kevin Smith,95511
Mark Hamill,22379
Anna Brüggemann,130736
Melissa Joan Hart,24446
Demi Lovato,44244
Nichola Burley,41592
Giancarlo Prete,48490
Simon Phillips,89481
Regine Nehy,73283
Bryan Cranston,18038
Jorma Tommila,177522
Peter Magnusson,30252
Miroslav Krobot,86819
Alexis Díaz de Villegas,74726
Billy Crystal,88042
Cat Erickson,63147
Chase Williamson,75761
Irina Khokhlova,81515
Morgan Freeman,50081
Robert Paige,41487
Patricia Altschul,83479
Eugene Roddenberry Jr,81899
Chely Wright,100825
Josh Stewart,134597
Barry Bostwick,99223
Jason Trost,86304
Anne Marsen,98065
Germán de Silva,85549
Virginia Madsen,237983
John Stamos,27408
Amber Heard,20224
